ticker,cik,filingDate,accessionNumber,source,wsc_a,wsc_b,wsc_c,wsc_d,wsc_e,wsc_f,qo_score,qo_reasoning,se_score,se_reasoning,cl_score,cl_reasoning,sa_score,sa_reasoning,hype_score,word_count,diag_se_ng_ratio,diag_se_burial_pct,diag_se_dem_hits,diag_se_hl_total,diag_se_pos_fact,diag_se_ext_blame,diag_se_d1,diag_se_d2,diag_se_d3,diag_se_d4,diag_se_d5,diag_se_d6,diag_cl_guidance_sents,diag_cl_guidance_density,diag_cl_strong_modal_count,diag_cl_weak_modal_count,diag_cl_modal_ratio,diag_cl_precision_count,diag_cl_unc_density,hype_v3,v3_reasoning,v3_c1_sa_attribution,v3_c2_qo_superlative,v3_c3_se_concealment,v3_c4_cl_guidance_strength,v3_c5_se_qualifier_asymmetry,v3_c6_qo_vague_positive,v3_c7_se_framing,v3_c8_cl_uncertainty
CMCSA,1166691,2023-07-27,0001166691-23-000029,exhibit,0.1292,0.1167,0.0,0.0333,0.0333,0.0083,14,"WSC[A]=0.129 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.117 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+4=14/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=4 (GAAP/nonGAAP position) D2=5 (density ratio) D3=2 (headline) D4=1 (burial) D5=5 (demotion) D6=4 (qualifier asymmetry). raw=21/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.008. [LM word-list method; Loughran & McDonald 2011]",10,"WSC[E]=0.033 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.008 (external blame) → modifier=+2 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(2)=10/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",49,3000,0.8534,14,6,2,6,15,4,5,2,1,5,4,0,0.0,0,0,0.3,0,0.0083,60,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=13/18 C3 SE-Conceal=8/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=6/8 C6 QO-Vague=4/7 C7 SE-Frame=9/10 C8 CL-Uncertainty=+0. raw=51 x 1.1688 = 60/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,13,8,0,6,4,9,0
IP,51434,2025-10-30,0000051434-25-000068,exhibit,0.0862,0.1149,0.0575,0.1839,0.1954,0.1207,14,"WSC[A]=0.086 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.115 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+4=14/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=4 (burial) D5=5 (demotion) D6=3 (qualifier asymmetry). raw=17/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.046. [LM word-list method; Loughran & McDonald 2011]",20,"WSC[E]=0.195 (internal credit) → tier=22/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.121 (external blame) → modifier=-2 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=22+(-2)=20/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",59,3000,0.6739,71,11,0,3,4,2,3,0,4,5,3,0,0.0,0,0,0.3,0,0.046,64,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=22/22 C2 QO-Super=9/18 C3 SE-Conceal=12/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=4/8 C6 QO-Vague=4/7 C7 SE-Frame=5/10 C8 CL-Uncertainty=-1. raw=55 x 1.1688 = 64/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",22,9,12,0,4,4,5,-1
SLB,87347,2021-01-22,0001193125-21-014161,exhibit,0.132,0.2,0.032,0.048,0.072,0.0,17,"WSC[A]=0.132 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.200 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+7=17/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=5 (GAAP/nonGAAP position) D2=4 (density ratio) D3=0 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],13,"Guidance sentences=2/125. Sub1 count=6/15 [g=2]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=0 [unc_density=0.000]. CL=6+5+2+(0)=13/25. [LM word-list method; Loughran & McDonald 2011]",16,"WSC[E]=0.072 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(3)=16/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",70,3000,0.6957,0,7,0,20,4,5,4,0,1,5,1,2,0.016,0,0,0.3,1,0.0,67,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=13/18 C3 SE-Conceal=8/14 C4 CL-Guid=4/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=9/10 C8 CL-Uncertainty=+0. raw=57 x 1.1688 = 67/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,13,8,4,0,7,9,0
URI,1067701,2019-10-16,0001067701-19-000042,exhibit,0.0202,0.0707,0.0606,0.0606,0.0404,0.0404,6,"WSC[A]=0.020 (superlatives) → s_a=2/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.071 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=2+4=6/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",16,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=4 (density ratio) D3=0 (headline) D4=2 (burial) D5=2 (demotion) D6=2 (qualifier asymmetry). raw=11/30 → SE=round(raw×1.5)=16/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],8,"Guidance sentences=2/99. Sub1 count=6/15 [g=2]. Sub2 modal=3/10 [strong=0, weak=1, ratio=0.00]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-1 [unc_density=0.020]. CL=6+3+0+(-1)=8/25. [LM word-list method; Loughran & McDonald 2011]",9,"WSC[E]=0.040 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.040 (external blame) → modifier=+1 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(1)=9/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",39,3000,0.7385,30,1,0,3,1,1,4,0,2,2,2,2,0.0202,0,1,0.0,0,0.0202,43,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=5/18 C3 SE-Conceal=5/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=4/7 C7 SE-Frame=5/10 C8 CL-Uncertainty=+0. raw=37 x 1.1688 = 43/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,5,5,5,2,4,5,0
STZ,16918,2021-04-08,0000016918-21-000042,exhibit,0.2037,0.3765,0.0494,0.0494,0.0,0.0741,21,"WSC[A]=0.204 (superlatives) → s_a=14/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.377 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=14+7=21/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",22,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=1 (density ratio) D3=0 (headline) D4=2 (burial) D5=5 (demotion) D6=5 (qualifier asymmetry). raw=15/30 → SE=round(raw×1.5)=22/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],15,"Guidance sentences=3/81. Sub1 count=9/15 [g=3]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=3/5 [precision_count=2]. Sub4 uncertainty=-2 [unc_density=0.086]. CL=9+5+3+(-2)=15/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.074 (external blame) → modifier=-3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(-3)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",58,3000,0.3056,36,9,0,2,8,2,1,0,2,5,5,3,0.037,0,0,0.3,2,0.0864,56,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=16/18 C3 SE-Conceal=9/14 C4 CL-Guid=7/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=7/7 C7 SE-Frame=3/10 C8 CL-Uncertainty=-2. raw=48 x 1.1688 = 56/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,16,9,7,8,7,3,-2
CPB,16732,2021-12-08,0000016732-21-000158,exhibit,0.2202,0.1972,0.1101,0.0917,0.0,0.1376,25,"WSC[A]=0.220 (superlatives) → s_a=18/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.197 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=18+7=25/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=3 (GAAP/nonGAAP position) D2=4 (density ratio) D3=0 (headline) D4=1 (burial) D5=3 (demotion) D6=5 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],10,"Guidance sentences=2/109. Sub1 count=6/15 [g=2]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-1 [unc_density=0.046]. CL=6+5+0+(-1)=10/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.138 (external blame) → modifier=-3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(-3)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",59,3000,0.7963,3,2,0,2,14,3,4,0,1,3,5,2,0.0183,0,0,0.3,0,0.0459,51,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=16/18 C3 SE-Conceal=5/14 C4 CL-Guid=2/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=7/7 C7 SE-Frame=7/10 C8 CL-Uncertainty=-1. raw=44 x 1.1688 = 51/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,16,5,2,8,7,7,-1
L,60086,2024-11-04,0000060086-24-000194,exhibit,0.0693,0.198,0.0,0.0198,0.0396,0.0,13,"WSC[A]=0.069 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.198 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+7=13/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",15,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=10/30 → SE=round(raw×1.5)=15/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.010. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.040 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(3)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",39,2067,0.4737,9,6,0,0,2,1,2,0,1,5,1,0,0.0,0,0,0.3,0,0.0099,44,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=9/18 C3 SE-Conceal=8/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=3/10 C8 CL-Uncertainty=+0. raw=38 x 1.1688 = 44/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,9,8,0,0,7,3,0
UNH,731766,2023-07-14,0000731766-23-000049,exhibit,0.0429,0.2,0.0,0.0357,0.0429,0.0,13,"WSC[A]=0.043 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.200 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+7=13/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=4 (GAAP/nonGAAP position) D2=3 (density ratio) D3=2 (headline) D4=1 (burial) D5=5 (demotion) D6=2 (qualifier asymmetry). raw=17/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],11,"Guidance sentences=1/70. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=0 [unc_density=0.000]. CL=4+5+2+(0)=11/25. [LM word-list method; Loughran & McDonald 2011]",11,"WSC[E]=0.043 (internal credit) → tier=8/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=8+(3)=11/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",60,2032,0.6316,0,9,1,3,1,4,3,2,1,5,2,1,0.0143,0,0,0.3,1,0.0,56,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=9/18 C3 SE-Conceal=8/14 C4 CL-Guid=4/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=7/7 C7 SE-Frame=7/10 C8 CL-Uncertainty=+0. raw=48 x 1.1688 = 56/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,9,8,4,2,7,7,0
MO,764180,2023-04-27,0000764180-23-000058,exhibit,0.049,0.0699,0.1469,0.3077,0.0699,0.049,10,"WSC[A]=0.049 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.070 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+4=10/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",21,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=3 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=3 (burial) D5=0 (demotion) D6=5 (qualifier asymmetry). raw=14/30 → SE=round(raw×1.5)=21/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],18,"Guidance sentences=9/143. Sub1 count=13/15 [g=9]. Sub2 modal=3/10 [strong=0, weak=6, ratio=0.00]. Sub3 ranges=3/5 [precision_count=2]. Sub4 uncertainty=-1 [unc_density=0.035]. CL=13+3+3+(-1)=18/25. [LM word-list method; Loughran & McDonald 2011]",14,"WSC[E]=0.070 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.049 (external blame) → modifier=+1 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(1)=14/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",63,3000,0.6136,52,0,0,1,11,3,3,0,3,0,5,9,0.0629,0,6,0.0,2,0.035,63,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=9/18 C3 SE-Conceal=3/14 C4 CL-Guid=9/15(incl. modal-strength bonus) C5 SE-Qual=8/8 C6 QO-Vague=4/7 C7 SE-Frame=6/10 C8 CL-Uncertainty=-1. raw=54 x 1.1688 = 63/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,9,3,9,8,4,6,-1
FICO,814547,2019-01-30,0001144204-19-003771,exhibit,0.0,0.122,0.0,0.0488,0.122,0.0,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.122 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",15,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=10/30 → SE=round(raw×1.5)=15/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.024. [LM word-list method; Loughran & McDonald 2011]",21,"WSC[E]=0.122 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(3)=21/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",43,1010,0.3846,0,5,0,2,0,1,2,0,1,5,1,0,0.0,0,0,0.3,0,0.0244,42,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=19/22 C2 QO-Super=0/18 C3 SE-Conceal=8/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=3/10 C8 CL-Uncertainty=-1. raw=36 x 1.1688 = 42/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",19,0,8,0,0,7,3,-1
ABNB,1559720,2022-02-15,0001193125-22-043371,exhibit,0.0382,0.0903,0.0139,0.1806,0.1806,0.0417,10,"WSC[A]=0.038 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.090 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+4=10/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=5 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.007. [LM word-list method; Loughran & McDonald 2011]",23,"WSC[E]=0.181 (internal credit) → tier=22/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.042 (external blame) → modifier=+1 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=22+(1)=23/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",57,3000,0.6471,100,15,0,4,0,2,3,0,5,5,1,0,0.0,0,0,0.3,0,0.0069,58,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=22/22 C2 QO-Super=5/18 C3 SE-Conceal=14/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=4/7 C7 SE-Frame=5/10 C8 CL-Uncertainty=+0. raw=50 x 1.1688 = 58/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",22,5,14,0,0,4,5,0
BMY,14272,2024-04-25,0000014272-24-000094,exhibit,0.0283,0.1557,0.0189,0.1038,0.0,0.0,9,"WSC[A]=0.028 (superlatives) → s_a=2/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.156 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=2+7=9/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",16,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=11/30 → SE=round(raw×1.5)=16/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],11,"Guidance sentences=2/106. Sub1 count=6/15 [g=2]. Sub2 modal=7/10 [strong=1, weak=1, ratio=0.50]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-2 [unc_density=0.057]. CL=6+7+0+(-2)=11/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(0)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",36,3000,0.4754,25,6,0,0,4,2,2,0,1,5,1,2,0.0189,1,1,0.5,0,0.0566,29,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=5/18 C3 SE-Conceal=8/14 C4 CL-Guid=3/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=-2. raw=25 x 1.1688 = 29/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,5,8,3,0,7,4,-2
